Campaign,Ad group,Rank,Keyword,Match type,Level,Status,Notes
Paint Reproductions · US Search,Vermeer,304,(johannes vermeer the lacemaker),Exact,positive,planned,
Paint Reproductions · US Search,Vermeer,305,"""johannes vermeer the lacemaker""",Phrase,positive,planned,
Paint Reproductions · US Search,Vermeer,306,johannes vermeer the lacemaker,Broad,positive,planned,
Paint Reproductions · US Search,Vermeer,307,(girl reading a letter at an open window),Exact,positive,planned,
Paint Reproductions · US Search,Vermeer,308,"""girl reading a letter at an open window""",Phrase,positive,planned,
Paint Reproductions · US Search,Vermeer,309,girl reading a letter at an open window,Broad,positive,planned,
Paint Reproductions · US Search,Vermeer,310,(vermeer girl reading a letter),Exact,positive,planned,
Paint Reproductions · US Search,Vermeer,311,"""vermeer girl reading a letter""",Phrase,positive,planned,
Paint Reproductions · US Search,Vermeer,312,vermeer girl reading a letter,Broad,positive,planned,
Paint Reproductions · US Search,Vermeer,313,(dutch master painting tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Vermeer,314,"""dutch master painting tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Vermeer,315,dutch master painting tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Vermeer,316,(the lacemaker vermeer tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Vermeer,317,"""the lacemaker vermeer tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Vermeer,318,the lacemaker vermeer tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Vermeer,319,(vermeer glazing technique),Exact,positive,planned,
Paint Reproductions · US Search,Vermeer,320,"""vermeer glazing technique""",Phrase,positive,planned,
Paint Reproductions · US Search,Vermeer,321,vermeer glazing technique,Broad,positive,planned,
Paint Reproductions · US Search,Vermeer,322,(vermeer grisaille tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Vermeer,323,"""vermeer grisaille tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Vermeer,324,vermeer grisaille tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Vermeer,325,(vermeer flesh tones),Exact,positive,planned,
Paint Reproductions · US Search,Vermeer,326,"""vermeer flesh tones""",Phrase,positive,planned,
Paint Reproductions · US Search,Vermeer,327,vermeer flesh tones,Broad,positive,planned,
Paint Reproductions · US Search,Vermeer,328,(mastering vermeer painting technique),Exact,positive,planned,
Paint Reproductions · US Search,Vermeer,329,"""mastering vermeer painting technique""",Phrase,positive,planned,
Paint Reproductions · US Search,Vermeer,330,mastering vermeer painting technique,Broad,positive,planned,
Paint Reproductions · US Search,Vermeer,331,(the art of painting vermeer),Exact,positive,planned,
Paint Reproductions · US Search,Vermeer,332,"""the art of painting vermeer""",Phrase,positive,planned,
Paint Reproductions · US Search,Vermeer,333,the art of painting vermeer,Broad,positive,planned,
Paint Reproductions · US Search,Caravaggio,334,(how to paint like caravaggio),Exact,positive,planned,
Paint Reproductions · US Search,Caravaggio,335,"""how to paint like caravaggio""",Phrase,positive,planned,
Paint Reproductions · US Search,Caravaggio,336,how to paint like caravaggio,Broad,positive,planned,
Paint Reproductions · US Search,Caravaggio,337,(caravaggio tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Caravaggio,338,"""caravaggio tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Caravaggio,339,caravaggio tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Caravaggio,340,(chiaroscuro technique),Exact,positive,planned,
Paint Reproductions · US Search,Caravaggio,341,"""chiaroscuro technique""",Phrase,positive,planned,
Paint Reproductions · US Search,Caravaggio,342,chiaroscuro technique,Broad,positive,planned,
Paint Reproductions · US Search,Caravaggio,343,(tenebrism painting),Exact,positive,planned,
Paint Reproductions · US Search,Caravaggio,344,"""tenebrism painting""",Phrase,positive,planned,
Paint Reproductions · US Search,Caravaggio,345,tenebrism painting,Broad,positive,planned,
Paint Reproductions · US Search,Caravaggio,346,(caravaggio grisaille),Exact,positive,planned,
Paint Reproductions · US Search,Caravaggio,347,"""caravaggio grisaille""",Phrase,positive,planned,
Paint Reproductions · US Search,Caravaggio,348,caravaggio grisaille,Broad,positive,planned,
Paint Reproductions · US Search,Caravaggio,349,(caravaggio color palette),Exact,positive,planned,
Paint Reproductions · US Search,Caravaggio,350,"""caravaggio color palette""",Phrase,positive,planned,
Paint Reproductions · US Search,Caravaggio,351,caravaggio color palette,Broad,positive,planned,
Paint Reproductions · US Search,Caravaggio,352,(saint francis caravaggio painting),Exact,positive,planned,
Paint Reproductions · US Search,Caravaggio,353,"""saint francis caravaggio painting""",Phrase,positive,planned,
Paint Reproductions · US Search,Caravaggio,354,saint francis caravaggio painting,Broad,positive,planned,
Paint Reproductions · US Search,Caravaggio,355,(baroque oil painting tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Caravaggio,356,"""baroque oil painting tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Caravaggio,357,baroque oil painting tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Caravaggio,358,(caravaggio chiaroscuro tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Caravaggio,359,"""caravaggio chiaroscuro tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Caravaggio,360,caravaggio chiaroscuro tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Caravaggio,361,(tenebrism oil painting),Exact,positive,planned,
Paint Reproductions · US Search,Caravaggio,362,"""tenebrism oil painting""",Phrase,positive,planned,
Paint Reproductions · US Search,Caravaggio,363,tenebrism oil painting,Broad,positive,planned,
Paint Reproductions · US Search,Caravaggio,364,(saint francis of assisi painting tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Caravaggio,365,"""saint francis of assisi painting tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Caravaggio,366,saint francis of assisi painting tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Caravaggio,367,(paint like caravaggio step by step),Exact,positive,planned,
Paint Reproductions · US Search,Caravaggio,368,"""paint like caravaggio step by step""",Phrase,positive,planned,
Paint Reproductions · US Search,Caravaggio,369,paint like caravaggio step by step,Broad,positive,planned,
Paint Reproductions · US Search,Caravaggio,370,(caravaggio painting tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Caravaggio,371,"""caravaggio painting tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Caravaggio,372,caravaggio painting tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Constable Landscape,373,(john constable tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Constable Landscape,374,"""john constable tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Constable Landscape,375,john constable tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Constable Landscape,376,(how to paint like john constable),Exact,positive,planned,
Paint Reproductions · US Search,Constable Landscape,377,"""how to paint like john constable""",Phrase,positive,planned,
Paint Reproductions · US Search,Constable Landscape,378,how to paint like john constable,Broad,positive,planned,
Paint Reproductions · US Search,Constable Landscape,379,(the hay wain painting),Exact,positive,planned,
Paint Reproductions · US Search,Constable Landscape,380,"""the hay wain painting""",Phrase,positive,planned,
Paint Reproductions · US Search,Constable Landscape,381,the hay wain painting,Broad,positive,planned,
Paint Reproductions · US Search,Constable Landscape,382,(reproduce the hay wain),Exact,positive,planned,
Paint Reproductions · US Search,Constable Landscape,383,"""reproduce the hay wain""",Phrase,positive,planned,
Paint Reproductions · US Search,Constable Landscape,384,reproduce the hay wain,Broad,positive,planned,
Paint Reproductions · US Search,Constable Landscape,385,(painting the hay wain step by step),Exact,positive,planned,
Paint Reproductions · US Search,Constable Landscape,386,"""painting the hay wain step by step""",Phrase,positive,planned,
Paint Reproductions · US Search,Constable Landscape,387,painting the hay wain step by step,Broad,positive,planned,
Paint Reproductions · US Search,Constable Landscape,388,(landscape painting tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Constable Landscape,389,"""landscape painting tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Constable Landscape,390,landscape painting tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Constable Landscape,391,(landscape oil painting tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Constable Landscape,392,"""landscape oil painting tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Constable Landscape,393,landscape oil painting tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Constable Landscape,394,(english landscape painting),Exact,positive,planned,
Paint Reproductions · US Search,Constable Landscape,395,"""english landscape painting""",Phrase,positive,planned,
Paint Reproductions · US Search,Constable Landscape,396,english landscape painting,Broad,positive,planned,
Paint Reproductions · US Search,Constable Landscape,397,(the hay wain tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Constable Landscape,398,"""the hay wain tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Constable Landscape,399,the hay wain tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Constable Landscape,400,(constable landscape painting),Exact,positive,planned,
Paint Reproductions · US Search,Constable Landscape,401,"""constable landscape painting""",Phrase,positive,planned,
Paint Reproductions · US Search,Constable Landscape,402,constable landscape painting,Broad,positive,planned,
Paint Reproductions · US Search,Constable Landscape,403,(landscape painting tutorial oil),Exact,positive,planned,
Paint Reproductions · US Search,Constable Landscape,404,"""landscape painting tutorial oil""",Phrase,positive,planned,
Paint Reproductions · US Search,Constable Landscape,405,landscape painting tutorial oil,Broad,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,406,(cityscape oil painting),Exact,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,407,"""cityscape oil painting""",Phrase,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,408,cityscape oil painting,Broad,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,409,(add depth to paintings),Exact,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,410,"""add depth to paintings""",Phrase,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,411,add depth to paintings,Broad,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,412,(urban landscape painting),Exact,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,413,"""urban landscape painting""",Phrase,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,414,urban landscape painting,Broad,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,415,(city landscape painting),Exact,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,416,"""city landscape painting""",Phrase,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,417,city landscape painting,Broad,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,418,(landscape techniques painting),Exact,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,419,"""landscape techniques painting""",Phrase,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,420,landscape techniques painting,Broad,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,421,(how to add depth to a painting),Exact,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,422,"""how to add depth to a painting""",Phrase,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,423,how to add depth to a painting,Broad,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,424,(cityscape oil painting tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,425,"""cityscape oil painting tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,426,cityscape oil painting tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,427,(urban art painting tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,428,"""urban art painting tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,429,urban art painting tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,430,(cityscape painting tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,431,"""cityscape painting tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Cityscape Depth,432,cityscape painting tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Other Masters,433,(rembrandt painting tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Other Masters,434,"""rembrandt painting tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Other Masters,435,rembrandt painting tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Other Masters,436,(how to paint like rembrandt),Exact,positive,planned,
Paint Reproductions · US Search,Other Masters,437,"""how to paint like rembrandt""",Phrase,positive,planned,
Paint Reproductions · US Search,Other Masters,438,how to paint like rembrandt,Broad,positive,planned,
Paint Reproductions · US Search,Other Masters,439,(john singer sargent master copy),Exact,positive,planned,
Paint Reproductions · US Search,Other Masters,440,"""john singer sargent master copy""",Phrase,positive,planned,
Paint Reproductions · US Search,Other Masters,441,john singer sargent master copy,Broad,positive,planned,
Paint Reproductions · US Search,Other Masters,442,(how to paint like sargent),Exact,positive,planned,
Paint Reproductions · US Search,Other Masters,443,"""how to paint like sargent""",Phrase,positive,planned,
Paint Reproductions · US Search,Other Masters,444,how to paint like sargent,Broad,positive,planned,
Paint Reproductions · US Search,Other Masters,445,(van gogh reproduction painting),Exact,positive,planned,
Paint Reproductions · US Search,Other Masters,446,"""van gogh reproduction painting""",Phrase,positive,planned,
Paint Reproductions · US Search,Other Masters,447,van gogh reproduction painting,Broad,positive,planned,
Paint Reproductions · US Search,Other Masters,448,(monet painting tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Other Masters,449,"""monet painting tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Other Masters,450,monet painting tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Other Masters,451,(leonardo da vinci painting technique),Exact,positive,planned,
Paint Reproductions · US Search,Other Masters,452,"""leonardo da vinci painting technique""",Phrase,positive,planned,
Paint Reproductions · US Search,Other Masters,453,leonardo da vinci painting technique,Broad,positive,planned,
Paint Reproductions · US Search,Other Masters,454,(winslow homer painting tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Other Masters,455,"""winslow homer painting tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Other Masters,456,winslow homer painting tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Other Masters,457,(rembrandt reproduction tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Other Masters,458,"""rembrandt reproduction tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Other Masters,459,rembrandt reproduction tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Other Masters,460,(sargent painting technique),Exact,positive,planned,
Paint Reproductions · US Search,Other Masters,461,"""sargent painting technique""",Phrase,positive,planned,
Paint Reproductions · US Search,Other Masters,462,sargent painting technique,Broad,positive,planned,
Paint Reproductions · US Search,Other Masters,463,(van gogh irises painting tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Other Masters,464,"""van gogh irises painting tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Other Masters,465,van gogh irises painting tutorial,Broad,positive,planned,
Paint Reproductions · US Search,Other Masters,466,(old master painting tutorial),Exact,positive,planned,
Paint Reproductions · US Search,Other Masters,467,"""old master painting tutorial""",Phrase,positive,planned,
Paint Reproductions · US Search,Other Masters,468,old master painting tutorial,Broad,positive,planned,
