discovered_at,source_id,source_url,source_version,source_question_id,stem,choice_a,choice_b,choice_c,choice_d,choice_e,choice_f,stated_answer,topic_notes,date_found
2026-06-10,examcollection-encor,https://www.examcollection.com/350-401-dumps.html,350-401 v1.2,9,: Which action does a Layer 2 switch perform when it receives a frame with a destination MAC address that is not found in its MAC address table?,A. Drops the frame immediately.,B. Sends the frame only to the default gateway.,C. Floods the frame out all interfaces except the one it was received on.,"D. Adds the unknown MAC address to its table and sends the frame back to the source. Answer: C Explanation: When a Layer 2 switch receives an Ethernet frame, one of its first responsibilities is to determine how to forward it. It does this by checking its MAC address table—a dynamic table that maps known MAC addresses to switch ports. If the destination MAC address is found, the switch forwards the frame out of the corresponding interface. But if the destination address is not in the MAC table, the switch follows a default behavior known as flooding. Flooding means the switch sends the frame out of all ports except the port on which it was received. This process ensures the frame reaches the intended destination, assuming the destination is connected to the same Layer 2 broadcast domain. If the recipient responds, the switch will then learn its MAC address and port location, updating its MAC table accordingly. This enables efficient forwarding in the future. Let’s evaluate the other options: A is incorrect because switches do not drop unknown-unicast frames unless security policies are explicitly configured to do so. B is incorrect because the switch does not send unicast frames to a default gateway; gateways are used for Layer 3 routing, not Layer 2 decisions. D is wrong because a switch doesn’t forward frames back to the source interface and doesn’t learn unknown destination MACs proactively. This behavior is foundational to switch operations and essential for basic connectivity in Ethernet networks. Therefore, the correct answer is",,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,examcollection-encor,https://www.examcollection.com/350-401-dumps.html,350-401 v1.2,10,: What is the purpose of the control plane in a network device running a modern Cisco IOS XE architecture?,A. It is solely responsible for the actual packet forwarding function.,B. It handles all Layer 1 and Layer 2 processes in hardware.,C. It manages routing protocols and builds the RIB.,"D. It offloads encryption and decryption functions for IPSec. Answer: C Explanation: In Cisco networking architecture, especially within modern platforms like IOS XE, devices operate with a separation of responsibilities between the control plane and the data plane. This separation helps achieve high performance and scalability in enterprise networks. The control plane is the brain of the device. It is responsible for tasks related to network intelligence, such as running routing protocols (like OSPF, BGP, or EIGRP), building and maintaining the Routing Information Base (RIB), managing neighbor relationships, and handling device configurations. These processes determine how the network should behave and what the optimal paths are, but they do not directly forward packets. The actual task of packet forwarding is handled by the data plane, using tables (like the FIB and adjacency table) populated by the control plane. Once routes are selected, the control plane programs this information into the data plane for fast processing. Let’s examine the incorrect options: A is incorrect because forwarding is handled by the data plane, not the control plane. B is also wrong, as Layer 1 and Layer 2 processing is often handled in hardware or ASICs, not solely by the control plane. D is misleading—while some platforms can offload cryptographic functions, this is not a primary function of the control plane and is usually handled by a separate service plane or hardware acceleration. The control plane’s key role is decision-making and protocol management, making C the correct answer. It ensures that the router or switch has accurate, up-to-date information to make intelligent routing choices, which are then enforced by the data plane. How to open VCE Files Use VCE Exam Simulator to open VCE files Sign Up Learn More Full Version Top Cisco Certifications Top Cisco Certification Exams 200-301 350-401 350-701 300-410 350-601 300-715 300-710 300-420 200-201 350-501 200-901 400-007 300-415 350-801 300-620 500-220 300-730 100-150 350-201 820-605 300-510 300-815 300-425 810-110 350-901 300-435 300-745 300-515 300-220 300-720 700-805 300-445 100-160 300-615 300-440 100-140 300-635 300-725 300-610 300-630 300-215 300-820 500-445 300-830 700-150 Site Search: .footerMenu{display:grid;grid-template-columns:repeat(4,1fr)}.myFooter .footerMenu li{text-align:left}@media(max-width:992px){.footerMenu{display:grid;grid-template-columns:repeat(2,1fr)}}@media(max-width:600px){.footerMenu{display:grid;grid-template-columns:repeat(1,1fr)}.myFooter .footerMenu li{text-align:center}} All Vendors CompTIA Security+ Practice Test SY0-701 Dumps AZ-104 Dumps Video Courses CompTIA Network+ Practice Test 200-301 Dumps SAA-C03 Dumps What we offer Comptia A+ Practice Test AI-900 Dumps DP-700 Dumps Share VCE File Microsoft Azure Administrator SAP-C02 Dumps AZ-305 Dumps Certifications Guide Cisco CCNA Practice Test AIF-C01 Dumps AI-102 Dumps Free Practice Tests Cisco CCNP Enterprise N10-009 Dumps PL-300 Dumps Archive Amazon AWS Architect Associate AZ-900 Dumps 350-401 Dumps Blog PMI PMP Certification Practice Test MD-102 Dumps CS0-003 Dumps Sitemap Google Professional Cloud Architect CLF-C02 Dumps AZ-500 Dumps Contact Us ISACA CISM Practice Test CISSP Dumps FCP_FGT_AD-7.6 Dumps Terms of Service Privacy Policy Rss --> IT Training IT Courses --> Exam Formatter Tutorial Passguide Trandumper Examexpress --> Convert VCE to PDF --> Examcollection.com materials do not contain actual questions and answers from Cisco's certification exams. Payments will appear on your bank statement as ""Examcollection.com"". © 2026 ExamCollection --> © 2026 ExamCollection SPECIAL OFFER: GET 10% OFF Pass your Exam with ExamCollection's PREMIUM files! ExamCollection Certified Safe Files Guaranteed to have ACTUAL Exam Questions Up-to-Date Exam Study Material - Verified by Experts Instant Downloads Enter Your Email Address to Receive Your 10% Off Discount Code Please enter a correct email to Get your Discount Code Get My Discount Code A Confirmation Link will be sent to this email address to verify your login We value your privacy. We will not rent or sell your email address SPECIAL OFFER: GET 10% OFF Use Discount Code: MIN10OFF A confirmation link was sent to your e-mail. Please check your mailbox for a message from support@examcollection.com and follow the directions. Shop Now function copyPromoFunc() { var copyText = document.getElementById(""copyPromo""); copyText.select(); document.execCommand(""copy""); alert(""Copied the text: "" + copyText.value); } function showPromoPopup(id){ // open popup var el = $(id); if(el.length){ $.magnificPopup.open({ items:{ src: el }, type: ""inline"", closeOnBgClick: false, callbacks: { beforeClose: function() { setCookie('bShowPopup',1,90); setCookie('CartPopupCookie',1,90); } } }) } } function hidePromoPopup(id){ // close popup var el = $(id); if(el.length){ $.magnificPopup.close({ items:{ src: el }, type: ""inline"" }) } } setTimeout(function(){showPromoPopup('#discountPopup1')},5000); Download Free Demo of VCE Exam Simulator Experience Avanset VCE Exam Simulator for yourself. Simply submit your e-mail address below to get started with our interactive software demo of your free trial. Realistic exam simulation and exam editor with preview functions Whole exam in a single file with several different question types Customizable exam-taking mode & detailed score reports Your E-mail Download Demo Free Demo Limits: In the demo version you will be able to access only first 5 questions from exam.",,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,examtopics-encor-research,https://www.examtopics.com/exams/cisco/350-401/view/1/,community,1,What is the difference between a RIB and a FIB?,A. The FIB is populated based on RIB content.,B. The RIB maintains a mirror image of the FIB.,C. The RIB is used to make IP source prefix-based switching decisions.,D. The FIB is where all IP routing information is stored.,,,A (community vote — unverified),Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,examtopics-encor-research,https://www.examtopics.com/exams/cisco/350-401/view/1/,community,2,Which QoS component alters a packet to change the way that traffic is treated in the network?,A. policing,B. classification,C. marking,D. shaping,,,C (community vote — unverified),Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,examtopics-encor-research,https://www.examtopics.com/exams/cisco/350-401/view/1/,community,4,Which statement about Cisco Express Forwarding is true?,A. The CPU of a router becomes directly involved with packet-switching decisions.,B. It uses a fast cache that is maintained in a router data plane.,C. It maintains two tables in the data plane: the FIB and adjacency table.,D. It makes forwarding decisions by a process that is scheduled through the IOS scheduler.,,,C (community vote — unverified),Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,examtopics-encor-research,https://www.examtopics.com/exams/cisco/350-401/view/1/,community,5,What is a benefit of deploying an on-premises infrastructure versus a cloud infrastructure deployment?,A. ability to quickly increase compute power without the need to install additional hardware,B. less power and cooling resources needed to run infrastructure on-premises,C. faster deployment times because additional infrastructure does not need to be purchased,D. lower latency between systems that are physically located near each other,,,D (community vote — unverified),Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,examtopics-encor-research,https://www.examtopics.com/exams/cisco/350-401/view/1/,community,7,How does QoS traffic shaping alleviate network congestion?,A. It drops packets when traffic exceeds a certain bitrate.,B. It buffers and queues packets above the committed rate.,C. It fragments large packets and queues them for delivery.,D. It drops packets randomly from lower priority queues.,,,B (community vote — unverified),Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,examtopics-encor-research,https://www.examtopics.com/exams/cisco/350-401/view/1/,community,8,Which two facts apply to traffic policing?,A. Policing should be performed as close to the source as possible.,B. Policing adapts to network congestion by queuing excess traffic.,C. Policing should be performed as close to the destination as possible.,D. Policing drops traffic that exceeds the defined rate.,"E. Policing typically delays the traffic, rather than drops it.",,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,examtopics-encor-research,https://www.examtopics.com/exams/cisco/350-401/view/1/,community,9,Which component handles the orchestration plane of the Cisco SD-WAN?,A. vBond,B. vSmart,C. vManage,D. WAN Edge,,,A (community vote — unverified),Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,examtopics-encor-research,https://www.examtopics.com/exams/cisco/350-401/view/1/,community,10,What are two device roles in Cisco SD-Access fabric?,A. edge node,B. vBond controller,C. access switch,D. core switch,E. border node,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-001,Which two layers are collapsed into one in a 2-tier (collapsed core) enterprise campus design?,A. Access and distribution,B. Distribution and core,C. Access and core,D. Edge and access,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-002,Which Cisco high-availability technology synchronizes the active and standby supervisor engines so a switchover does not disrupt forwarding?,A. FHRP,B. SSO,C. GLBP,D. BFD,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-003,"In a Cisco Catalyst SD-WAN fabric, which controller is responsible for authenticating WAN edges and orchestrating the initial control connections?",A. vManage,B. vSmart,C. vBond,D. vAnalytics,,,C,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-004,"Which protocol distributes routing, TLOC, and service information between Cisco Catalyst SD-WAN edges and vSmart controllers?",A. BGP,B. EIGRP,C. OMP,D. LISP,,,C,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-005,Which two roles best describe TLOCs in a Cisco Catalyst SD-WAN deployment? (Choose the best single answer.),A. TCP listening offsets used by vManage for management,"B. Transport locators identifying a WAN edge color, system IP, and encapsulation",C. Encryption keys distributed by vBond,D. Tag-based segmentation labels for VPN traffic,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-006,Which protocol is used as the control plane for a Cisco SD-Access fabric?,A. OSPF,B. LISP,C. VXLAN,D. BGP-LS,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-007,Which encapsulation does the SD-Access data plane use to carry user traffic across the fabric?,A. GRE,B. MPLS,C. VXLAN with a Group Policy Object (GPO) header,D. IPsec ESP,,,C,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-008,Which device type in an SD-Access fabric is the policy enforcement point for endpoints attached to the fabric?,A. Border node,B. Control plane node,C. Edge node,D. Intermediate node,,,C,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-009,Which design choice allows a traditional non-fabric campus to interoperate with an SD-Access fabric for hosts that cannot be migrated immediately?,A. Configure VTP transparent on all switches,B. Deploy a fabric border node that integrates with the legacy campus via Layer 2 handoff or Layer 3 handoff,C. Disable LISP on the edge nodes,D. Set the campus core to vlan dot1q tag native,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-010,"In a typical enterprise QoS design, which DSCP value is recommended for voice (VoIP bearer) traffic according to Cisco's strategic enterprise QoS model?",A. EF (DSCP 46),B. AF11 (DSCP 10),C. CS6 (DSCP 48),D. AF41 (DSCP 34),,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-011,Which QoS tool ensures that excess traffic above a configured rate is dropped rather than buffered?,A. Traffic shaping,B. Traffic policing,C. WRED,D. LLQ,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-012,An engineer reads `policy-map WAN-OUT / class VOICE / priority percent 10`. What does the `priority` keyword guarantee for the VOICE class?,A. It enables WRED for that class,B. It assigns a strict-priority (LLQ) queue with a built-in policer at 10% of interface bandwidth,C. It shapes the class to 10% of the interface,D. It increases the class IP precedence to 5,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-013,Which FHRP is an open standard defined in RFC 5798 that allows multiple routers to share a virtual IP for a LAN?,A. HSRP,B. GLBP,C. VRRP,D. BGP,,,C,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-014,What is the primary advantage of GLBP over HSRP and VRRP?,A. GLBP encrypts hellos with IPsec by default,B. GLBP can load-balance traffic across multiple active forwarders for the same virtual IP,C. GLBP uses TCP for fast detection,D. GLBP requires no virtual IP,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-015,An engineer configures `aaa authentication login VTY-LIST group TACACS-SERVERS local` on a Cisco IOS-XE router and then `line vty 0 4 / login authentication VTY-LIST`. What is the resulting login behavior on the VTY lines?,"A. TACACS+ servers are tried first, then local username database if all TACACS+ servers are unreachable","B. Local users are tried first, then TACACS+",C. Only TACACS+ is used; local fallback is ignored,D. Authentication is disabled,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-016,Which statement best describes a Type 1 (bare-metal) hypervisor?,A. It runs on top of a host operating system such as Windows or macOS,B. It runs directly on physical server hardware without an underlying OS,"C. It only supports container workloads, not VMs",D. It requires a Type 2 hypervisor underneath it,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-017,Which component allows multiple virtual machines on a hypervisor to share physical NICs while still appearing on different VLANs?,A. vSwitch with port groups / VLAN tagging,B. Hardware RAID controller,C. iSCSI initiator,D. PCIe passthrough,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-018,An engineer configures `ip vrf RED` and `interface GigabitEthernet0/1 / ip vrf forwarding RED / ip address 10.1.1.1 255.255.255.0`. What is the effect?,A. The interface is removed from the global routing table and placed into the RED VRF,B. The interface is added to both the global table and the RED VRF,C. The IP address is translated by NAT,D. The interface is shut down until VRF authentication completes,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-019,Which tunneling option carries multicast and routing protocols natively without additional encapsulation tricks but provides no encryption?,A. GRE,B. IPsec transport mode,C. IPsec tunnel mode,D. MACsec,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-020,"When configuring a site-to-site IPsec VPN, which two phases of IKE describe the process? (Pick the best.)",A. IKE Phase 1 builds an ISAKMP/IKE SA; IKE Phase 2 negotiates IPsec SAs for data traffic,B. IKE Phase 1 only handles MTU; IKE Phase 2 only handles QoS,C. Both phases exchange certificates and nothing else,D. Phases are obsolete in IKEv2 and are replaced by EAP,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-021,Which two roles describe LISP components in an SD-Access fabric? (Choose the best single pairing.),"A. ITR/ETR encapsulate/decapsulate, and the Map Server/Map Resolver hold EID-to-RLOC mappings","B. ITR is a server, ETR is a client, both store user passwords","C. Map Server runs OSPF, Map Resolver runs BGP",D. ITR is the same as a vSmart controller,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-022,Which header field uniquely identifies a tenant or Layer 2 segment carried inside a VXLAN packet?,A. Source MAC,B. VLAN ID,C. VNI (VXLAN Network Identifier),D. TTL,,,C,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-023,Which control plane is most commonly paired with VXLAN in modern data-center fabrics to distribute MAC and IP reachability?,A. OSPFv3,B. BGP EVPN,C. EIGRP,D. RIPng,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-024,Which BGP EVPN route type advertises a host MAC address along with its associated IP address from a VTEP?,A. Type 1 - Ethernet auto-discovery,B. Type 2 - MAC/IP advertisement,C. Type 3 - Inclusive multicast,D. Type 5 - IP prefix,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-025,Which protocol does Cisco MACsec rely on to authenticate peers and dynamically derive the SAK (Security Association Key) used for frame encryption?,A. IKEv2,"B. MKA (MACsec Key Agreement, IEEE 802.1X-2010)",C. TLS 1.3,D. Diffie-Hellman over BGP,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-026,Which condition must be true for two switches to form an 802.1Q trunk with DTP set to dynamic auto on both ends?,A. The trunk forms automatically,B. The trunk does not form because both sides are passive (auto/auto),C. Only the higher MAC becomes a trunk,D. Trunking forms only after STP convergence,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-027,Which command on a Cisco IOS-XE switch hardcodes a port as a dot1Q trunk and disables DTP negotiation?,A. switchport mode dynamic desirable,B. switchport mode access,C. switchport mode trunk + switchport nonegotiate,D. switchport voice vlan 100,,,C,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-028,Which two protocols can negotiate an EtherChannel? (Pick the best pair description.),A. PAgP (Cisco proprietary) and LACP (IEEE 802.1AX/802.3ad),B. STP and DTP,C. OSPF and EIGRP,D. VTP and CDP,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-029,"Two PAgP-mode interfaces are configured: SwitchA channel-group 1 mode desirable, SwitchB channel-group 1 mode auto. Will the EtherChannel form?","A. Yes, because desirable initiates and auto accepts","B. No, because both sides must be set to on","C. No, because PAgP requires LACP on the other side","D. Yes, but only after STP brings the trunk up",,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-030,Which Spanning Tree variant runs an instance per VLAN that maps to one or more configured MST instances and is defined in IEEE 802.1s?,A. PVST+,B. Rapid PVST+,C. MST,D. STP (802.1D),,,C,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-031,What does configuring `spanning-tree guard root` on a port do?,A. Forces the local switch to become root,"B. Puts the port into root-inconsistent (blocking) state if it receives a superior BPDU, preventing topology changes",C. Disables BPDUs entirely on that port,D. Increases the port priority to 0,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-032,Which Spanning Tree feature should you enable on access (host-facing) ports to immediately err-disable the port if any BPDU is received?,A. BPDU guard,B. BPDU filter,C. Loop guard,D. UDLD,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-033,Which routing protocol behavior best describes EIGRP compared to OSPF?,A. EIGRP is a link-state protocol; OSPF is distance-vector,B. EIGRP is an advanced distance-vector protocol; OSPF is a link-state protocol,C. Both are pure distance-vector and use Bellman-Ford,D. Both build the SPF tree from LSAs,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-034,Which OSPF area type permits external (Type 5) LSAs to be redistributed in but does NOT carry Type 5 LSAs internally — instead converting them to Type 7?,A. Stub,B. Totally stubby,C. NSSA (Not-So-Stubby Area),D. Backbone,,,C,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-035,"Which OSPF area type blocks Type 5 (external) AND Type 3 (inter-area summary) LSAs, allowing only a default route from the ABR?",A. Stub area,B. Totally stubby area,C. NSSA,D. Totally NSSA,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-036,"On an OSPF point-to-point Ethernet link, what is the default network type behavior?",A. Broadcast — DR/BDR election occurs,"B. Point-to-point — no DR/BDR election, faster adjacency",C. Non-broadcast — manual neighbor required,D. Point-to-multipoint — multiple neighbors per subnet,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-037,Which command makes a router-facing interface OSPF-passive on Cisco IOS-XE so the device does not send/receive OSPF hellos out of it?,A. router ospf 1 / passive-interface GigabitEthernet0/0,B. interface GigabitEthernet0/0 / no ip ospf hello,C. interface GigabitEthernet0/0 / ip ospf priority 0,D. router ospf 1 / network 0.0.0.0 255.255.255.255 area 0,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-038,Which BGP path attribute does Cisco use FIRST in best-path selection (after dropping invalid paths)?,A. AS_PATH length,"B. WEIGHT (Cisco-proprietary, locally significant)",C. Origin,D. MED (Multi-Exit Discriminator),,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-039,"An eBGP session is between two routers that are NOT directly connected (e.g., separated by a switch and an extra hop). Which command must be applied so the session can come up?",A. neighbor X.X.X.X next-hop-self,B. neighbor X.X.X.X ebgp-multihop <ttl>,C. neighbor X.X.X.X soft-reconfiguration inbound,D. neighbor X.X.X.X disable-connected-check (alone),,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-040,"Which feature lets a router forward traffic based on policy (e.g., source IP) instead of normal destination-based routing?",A. PBR (Policy-Based Routing),B. uRPF,C. BGP route reflection,D. Inter-VLAN routing,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-041,Which time-synchronization protocol delivers nanosecond-class accuracy by using hardware time-stamping at the PHY/MAC and is increasingly required for sensitive applications?,A. NTP,B. SNTP,C. PTP (IEEE 1588),D. CDP,,,C,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-042,Which feature translates many internal addresses to a single external address by tracking unique source ports?,A. Static NAT,B. PAT (NAT overload),C. Twice-NAT,D. NAT64,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-043,Which HSRP state are routers in when they have not yet sent or received any HSRP hellos and are waiting for the timers/configuration to come up?,A. Listen,B. Init,C. Active,D. Speak,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-044,Which command on a Cisco IOS-XE router enables HSRP version 2 on an interface so it can support IPv6 and large group numbers?,A. standby version 2,B. hsrp version 2,C. vrrp version 3,D. ip hsrp ipv6,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-045,What does an RPF (Reverse Path Forwarding) check do in a multicast network?,A. Verifies that the multicast packet arrived on the interface used to reach the source unicast IP; otherwise drops it,B. Encrypts the multicast payload before forwarding,C. Selects the best multicast metric using BGP,D. Translates multicast to broadcast,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-046,Which PIM mode requires a Rendezvous Point (RP) for sources and receivers to discover each other before switching to the shortest-path tree?,A. PIM Dense Mode,B. PIM Sparse Mode,C. BIDIR-PIM only,D. PIM SSM,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-047,Which mechanism allows multiple routers to act as anycast RPs for the same group range and synchronize active sources between them?,A. BSR alone,B. Auto-RP alone,C. MSDP (Multicast Source Discovery Protocol),D. PIM Snooping,,,C,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-048,Which Cisco RP discovery mechanism floods candidate-RP information using the IETF RFC 5059 BSR (Bootstrap Router) approach?,A. Auto-RP,B. Static RP,C. BSR,D. AnyCast RP via MSDP,,,C,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-049,"Which IGMP version introduced source filtering, allowing a host to request a specific (S,G) for SSM?",A. IGMPv1,B. IGMPv2,C. IGMPv3,D. MLDv1,,,C,Tier B — verify answer on Cisco Tier A,2026-06-10
